term,label
http://purl.obolibrary.org/obo/PLANA_0000008,
http://purl.obolibrary.org/obo/PLANA_0000040,
http://purl.obolibrary.org/obo/PLANA_0000065,
http://purl.obolibrary.org/obo/PLANA_0000119,
http://purl.obolibrary.org/obo/PLANA_0000027,
http://purl.obolibrary.org/obo/PLANA_0000021,
http://purl.obolibrary.org/obo/PLANA_0000478,
http://purl.obolibrary.org/obo/PLANA_0000037,
http://purl.obolibrary.org/obo/PLANA_0000429,
http://purl.obolibrary.org/obo/PLANA_0000114,
http://purl.obolibrary.org/obo/PLANA_0000103,
http://purl.obolibrary.org/obo/PLANA_0000025,
http://purl.obolibrary.org/obo/PLANA_0000060,
http://purl.obolibrary.org/obo/PLANA_0000423,
http://purl.obolibrary.org/obo/PLANA_0007506,
http://purl.obolibrary.org/obo/PLANA_0004504,
http://purl.obolibrary.org/obo/PLANA_0000421,
http://purl.obolibrary.org/obo/PLANA_0000102,
http://purl.obolibrary.org/obo/PLANA_0000020,
http://purl.obolibrary.org/obo/PLANA_0000431,
http://purl.obolibrary.org/obo/PLANA_0000499,
http://purl.obolibrary.org/obo/PLANA_0004503,
http://purl.obolibrary.org/obo/PLANA_0000003,
http://purl.obolibrary.org/obo/PLANA_0000214,
http://purl.obolibrary.org/obo/PLANA_0000418,
http://purl.obolibrary.org/obo/PLANA_0000420,
http://purl.obolibrary.org/obo/PLANA_0000029,
http://purl.obolibrary.org/obo/PLANA_0000063,
http://purl.obolibrary.org/obo/PLANA_0000239,
http://purl.obolibrary.org/obo/PLANA_0000120,
http://purl.obolibrary.org/obo/PLANA_0000229,
http://purl.obolibrary.org/obo/PLANA_0000419,
http://purl.obolibrary.org/obo/PLANA_0000002,
http://purl.obolibrary.org/obo/PLANA_0007507,
http://purl.obolibrary.org/obo/PLANA_0007505,
http://purl.obolibrary.org/obo/PLANA_0000427,
http://purl.obolibrary.org/obo/PLANA_0004527,
http://purl.obolibrary.org/obo/PLANA_0007536,
http://purl.obolibrary.org/obo/PLANA_0000232,
http://purl.obolibrary.org/obo/PLANA_0000007,
http://purl.obolibrary.org/obo/PLANA_0000076,
http://purl.obolibrary.org/obo/PLANA_0000087,
http://purl.obolibrary.org/obo/PLANA_0000005,
http://purl.obolibrary.org/obo/PLANA_0000212,
http://purl.obolibrary.org/obo/PLANA_0000117,
http://purl.obolibrary.org/obo/PLANA_0000116,
http://purl.obolibrary.org/obo/PLANA_0000215,
http://purl.obolibrary.org/obo/PLANA_0000006,
http://purl.obolibrary.org/obo/PLANA_0007504,
http://purl.obolibrary.org/obo/PLANA_0000228,
http://purl.obolibrary.org/obo/PLANA_0000227,
http://purl.obolibrary.org/obo/PLANA_0000208,
http://purl.obolibrary.org/obo/PLANA_0007554,
http://purl.obolibrary.org/obo/PLANA_0000080,
http://purl.obolibrary.org/obo/PLANA_0000113,
http://purl.obolibrary.org/obo/PLANA_0000112,
http://purl.obolibrary.org/obo/PLANA_0007560,
http://purl.obolibrary.org/obo/PLANA_0000026,
http://purl.obolibrary.org/obo/PLANA_0000039,
http://purl.obolibrary.org/obo/PLANA_0000203,
http://purl.obolibrary.org/obo/PLANA_0000004,
http://purl.obolibrary.org/obo/PLANA_0000058,
http://purl.obolibrary.org/obo/PLANA_0000041,
http://purl.obolibrary.org/obo/PLANA_0000088,
http://purl.obolibrary.org/obo/PLANA_0000053,
http://purl.obolibrary.org/obo/PLANA_0000045,
http://purl.obolibrary.org/obo/PLANA_0000101,
http://purl.obolibrary.org/obo/PLANA_0000107,
http://purl.obolibrary.org/obo/PLANA_0000134,
http://purl.obolibrary.org/obo/PLANA_0000019,
http://purl.obolibrary.org/obo/PLANA_0000487,
http://purl.obolibrary.org/obo/PLANA_0007538,
http://purl.obolibrary.org/obo/PLANA_0007545,
http://purl.obolibrary.org/obo/PLANA_0000485,
http://purl.obolibrary.org/obo/PLANA_0000043,
http://purl.obolibrary.org/obo/PLANA_0000106,
http://purl.obolibrary.org/obo/PLANA_0000100,
http://purl.obolibrary.org/obo/PLANA_0000428,
http://purl.obolibrary.org/obo/PLANA_0000230,
http://purl.obolibrary.org/obo/PLANA_0000433,
http://purl.obolibrary.org/obo/PLANA_0000500,
http://purl.obolibrary.org/obo/PLANA_0000049,
http://purl.obolibrary.org/obo/PLANA_0000476,
http://purl.obolibrary.org/obo/PLANA_0000241,
http://purl.obolibrary.org/obo/PLANA_0000527,
http://purl.obolibrary.org/obo/PLANA_0000526,
http://purl.obolibrary.org/obo/PLANA_0000518,
http://purl.obolibrary.org/obo/PLANA_0000525,
http://purl.obolibrary.org/obo/PLANA_0000550,
http://purl.obolibrary.org/obo/PLANA_0000467,
http://purl.obolibrary.org/obo/PLANA_0000466,
http://purl.obolibrary.org/obo/PLANA_0000099,
http://purl.obolibrary.org/obo/PLANA_0007548,
http://purl.obolibrary.org/obo/PLANA_0000465,
http://purl.obolibrary.org/obo/PLANA_0000240,
http://purl.obolibrary.org/obo/PLANA_0000012,
http://purl.obolibrary.org/obo/PLANA_0000001,
http://purl.obolibrary.org/obo/PLANA_0000474,
http://purl.obolibrary.org/obo/PLANA_0004528,
http://purl.obolibrary.org/obo/PLANA_0000501,
http://purl.obolibrary.org/obo/PLANA_0000417,
http://purl.obolibrary.org/obo/PLANA_0000540,
http://purl.obolibrary.org/obo/PLANA_0000011,
http://purl.obolibrary.org/obo/PLANA_0000539,
http://purl.obolibrary.org/obo/PLANA_0004518,
http://purl.obolibrary.org/obo/PLANA_0000023,
http://purl.obolibrary.org/obo/PLANA_0000126,
http://purl.obolibrary.org/obo/PLANA_0000472,
http://purl.obolibrary.org/obo/PLANA_0000234,
http://purl.obolibrary.org/obo/PLANA_0000477,
http://purl.obolibrary.org/obo/PLANA_0000068,
http://purl.obolibrary.org/obo/PLANA_0000046,
http://purl.obolibrary.org/obo/PLANA_0000121,
http://purl.obolibrary.org/obo/PLANA_0000081,
http://purl.obolibrary.org/obo/PLANA_0000407,
http://purl.obolibrary.org/obo/PLANA_0000205,
http://purl.obolibrary.org/obo/PLANA_0004533,
http://purl.obolibrary.org/obo/PLANA_0000125,
http://purl.obolibrary.org/obo/PLANA_0007552,
http://purl.obolibrary.org/obo/PLANA_0000204,
http://purl.obolibrary.org/obo/PLANA_0000217,
http://purl.obolibrary.org/obo/PLANA_0000115,
http://purl.obolibrary.org/obo/PLANA_0000015,
http://purl.obolibrary.org/obo/PLANA_0004529,
http://purl.obolibrary.org/obo/PLANA_0000054,
http://purl.obolibrary.org/obo/PLANA_0000223,
http://purl.obolibrary.org/obo/PLANA_0000085,
http://purl.obolibrary.org/obo/PLANA_0000034,
http://purl.obolibrary.org/obo/PLANA_0000405,
http://purl.obolibrary.org/obo/PLANA_0000009,
http://purl.obolibrary.org/obo/PLANA_0000231,
http://purl.obolibrary.org/obo/PLANA_0007558,
http://purl.obolibrary.org/obo/PLANA_0004507,
http://purl.obolibrary.org/obo/PLANA_0000033,
http://purl.obolibrary.org/obo/PLANA_0000095,
http://purl.obolibrary.org/obo/PLANA_0000036,
http://purl.obolibrary.org/obo/PLANA_0007511,
http://purl.obolibrary.org/obo/PLANA_0007508,
http://purl.obolibrary.org/obo/PLANA_0000062,
http://purl.obolibrary.org/obo/PLANA_0000531,
http://purl.obolibrary.org/obo/PLANA_0000519,
http://purl.obolibrary.org/obo/PLANA_0000459,
http://purl.obolibrary.org/obo/PLANA_0000513,
http://purl.obolibrary.org/obo/PLANA_0000510,
http://purl.obolibrary.org/obo/PLANA_0004520,
http://purl.obolibrary.org/obo/PLANA_0000109,
http://purl.obolibrary.org/obo/PLANA_0000480,
http://purl.obolibrary.org/obo/PLANA_0000548,
http://purl.obolibrary.org/obo/PLANA_0000016,
http://purl.obolibrary.org/obo/PLANA_0000066,
http://purl.obolibrary.org/obo/PLANA_0000492,
http://purl.obolibrary.org/obo/PLANA_0000529,
http://purl.obolibrary.org/obo/PLANA_0000013,
http://purl.obolibrary.org/obo/PLANA_0000096,
http://purl.obolibrary.org/obo/PLANA_0004517,
http://purl.obolibrary.org/obo/PLANA_0000123,
http://purl.obolibrary.org/obo/PLANA_0000556,
http://purl.obolibrary.org/obo/PLANA_0000105,
http://purl.obolibrary.org/obo/PLANA_0000422,
http://purl.obolibrary.org/obo/PLANA_0000104,
http://purl.obolibrary.org/obo/PLANA_0000430,
http://purl.obolibrary.org/obo/PLANA_0007555,
http://purl.obolibrary.org/obo/PLANA_0000211,
http://purl.obolibrary.org/obo/PLANA_0000220,
http://purl.obolibrary.org/obo/PLANA_0000201,
http://purl.obolibrary.org/obo/PLANA_0000075,
http://purl.obolibrary.org/obo/PLANA_0000481,
http://purl.obolibrary.org/obo/PLANA_0000064,
http://purl.obolibrary.org/obo/PLANA_0000110,
http://purl.obolibrary.org/obo/PLANA_0000048,
http://purl.obolibrary.org/obo/PLANA_0007537,
http://purl.obolibrary.org/obo/PLANA_0000219,
http://purl.obolibrary.org/obo/PLANA_0000425,
http://purl.obolibrary.org/obo/PLANA_0000553,
http://purl.obolibrary.org/obo/PLANA_0000216,
http://purl.obolibrary.org/obo/PLANA_0000130,
http://purl.obolibrary.org/obo/PLANA_0007549,
http://purl.obolibrary.org/obo/PLANA_0000084,
http://purl.obolibrary.org/obo/PLANA_0000506,
http://purl.obolibrary.org/obo/PLANA_0000505,
http://purl.obolibrary.org/obo/PLANA_0000047,
http://purl.obolibrary.org/obo/PLANA_0000464,
http://purl.obolibrary.org/obo/PLANA_0000532,
http://purl.obolibrary.org/obo/PLANA_0000564,
http://purl.obolibrary.org/obo/PLANA_0000124,
http://purl.obolibrary.org/obo/PLANA_0007509,
http://purl.obolibrary.org/obo/PLANA_0000221,
http://purl.obolibrary.org/obo/PLANA_0000488,
http://purl.obolibrary.org/obo/PLANA_0000059,
http://purl.obolibrary.org/obo/PLANA_0007546,
http://purl.obolibrary.org/obo/PLANA_0000470,
http://purl.obolibrary.org/obo/PLANA_0000022,
http://purl.obolibrary.org/obo/PLANA_0000024,
http://purl.obolibrary.org/obo/PLANA_0007544,
http://purl.obolibrary.org/obo/PLANA_0000552,
http://purl.obolibrary.org/obo/PLANA_0000222,
http://purl.obolibrary.org/obo/PLANA_0004519,
http://purl.obolibrary.org/obo/PLANA_0000224,
http://purl.obolibrary.org/obo/PLANA_0000091,
http://purl.obolibrary.org/obo/PLANA_0000067,
http://purl.obolibrary.org/obo/PLANA_0000218,
http://purl.obolibrary.org/obo/PLANA_0000061,
http://purl.obolibrary.org/obo/PLANA_0000051,
http://purl.obolibrary.org/obo/PLANA_0000082,
http://purl.obolibrary.org/obo/PLANA_0000475,
http://purl.obolibrary.org/obo/PLANA_0000071,
http://purl.obolibrary.org/obo/PLANA_0007534,
http://purl.obolibrary.org/obo/PLANA_0000509,
http://purl.obolibrary.org/obo/PLANA_0000561,
http://purl.obolibrary.org/obo/PLANA_0000468,
http://purl.obolibrary.org/obo/PLANA_0000534,
http://purl.obolibrary.org/obo/PLANA_0000546,
http://purl.obolibrary.org/obo/PLANA_0000545,
http://purl.obolibrary.org/obo/PLANA_0000462,
http://purl.obolibrary.org/obo/PLANA_0000089,
http://purl.obolibrary.org/obo/PLANA_0000206,
http://purl.obolibrary.org/obo/PLANA_0000018,
http://purl.obolibrary.org/obo/PLANA_0000097,
http://purl.obolibrary.org/obo/PLANA_0000044,
http://purl.obolibrary.org/obo/PLANA_0000463,
http://purl.obolibrary.org/obo/PLANA_0007539,
http://purl.obolibrary.org/obo/PLANA_0000028,
http://purl.obolibrary.org/obo/PLANA_0007528,
http://purl.obolibrary.org/obo/PLANA_0004532,
http://purl.obolibrary.org/obo/PLANA_0000414,
http://purl.obolibrary.org/obo/PLANA_0000483,
http://purl.obolibrary.org/obo/PLANA_0000135,
http://purl.obolibrary.org/obo/PLANA_0000098,
http://purl.obolibrary.org/obo/PLANA_0000093,
http://purl.obolibrary.org/obo/PLANA_0000560,
http://purl.obolibrary.org/obo/PLANA_0000118,
http://purl.obolibrary.org/obo/PLANA_0000072,
http://purl.obolibrary.org/obo/PLANA_0000461,
http://purl.obolibrary.org/obo/PLANA_0000237,
http://purl.obolibrary.org/obo/PLANA_0000460,
http://purl.obolibrary.org/obo/PLANA_0000056,
http://purl.obolibrary.org/obo/PLANA_0000031,
http://purl.obolibrary.org/obo/PLANA_0007513,
http://purl.obolibrary.org/obo/PLANA_0000520,
http://purl.obolibrary.org/obo/PLANA_0000493,
http://purl.obolibrary.org/obo/PLANA_0000207,
http://purl.obolibrary.org/obo/PLANA_0007535,
http://purl.obolibrary.org/obo/PLANA_0004513,
http://purl.obolibrary.org/obo/PLANA_0000069,
http://purl.obolibrary.org/obo/PLANA_0000042,
http://purl.obolibrary.org/obo/PLANA_0000035,
http://purl.obolibrary.org/obo/PLANA_0000238,
http://purl.obolibrary.org/obo/PLANA_0000133,
http://purl.obolibrary.org/obo/PLANA_0007550,
http://purl.obolibrary.org/obo/PLANA_0007540,
http://purl.obolibrary.org/obo/PLANA_0000055,
http://purl.obolibrary.org/obo/PLANA_0000473,
http://purl.obolibrary.org/obo/PLANA_0000233,
http://purl.obolibrary.org/obo/PLANA_0007541,
http://purl.obolibrary.org/obo/PLANA_0000411,
http://purl.obolibrary.org/obo/PLANA_0000413,
http://purl.obolibrary.org/obo/PLANA_0004516,
http://purl.obolibrary.org/obo/PLANA_0000052,
http://purl.obolibrary.org/obo/PLANA_0007518,
http://purl.obolibrary.org/obo/PLANA_0000484,
http://purl.obolibrary.org/obo/PLANA_0007556,
http://purl.obolibrary.org/obo/PLANA_0000565,
http://purl.obolibrary.org/obo/PLANA_0007525,
http://purl.obolibrary.org/obo/PLANA_0000092,
http://purl.obolibrary.org/obo/PLANA_0000014,
http://purl.obolibrary.org/obo/PLANA_0004531,
http://purl.obolibrary.org/obo/PLANA_0007559,
http://purl.obolibrary.org/obo/PLANA_0000486,
http://purl.obolibrary.org/obo/PLANA_0007551,
http://purl.obolibrary.org/obo/PLANA_0000017,
http://purl.obolibrary.org/obo/PLANA_0000559,
http://purl.obolibrary.org/obo/PLANA_0000122,
http://purl.obolibrary.org/obo/PLANA_0007557,
http://purl.obolibrary.org/obo/PLANA_0004530,
http://purl.obolibrary.org/obo/PLANA_0004514,
http://purl.obolibrary.org/obo/PLANA_0004506,
http://purl.obolibrary.org/obo/PLANA_0000127,
http://purl.obolibrary.org/obo/PLANA_0007543,
http://purl.obolibrary.org/obo/PLANA_0000562,
http://purl.obolibrary.org/obo/PLANA_0000137,
http://purl.obolibrary.org/obo/PLANA_0007553,
http://purl.obolibrary.org/obo/PLANA_0000225,
http://purl.obolibrary.org/obo/PLANA_0000086,
http://purl.obolibrary.org/obo/PLANA_0000078,
http://purl.obolibrary.org/obo/PLANA_0000070,
http://purl.obolibrary.org/obo/PLANA_0000111,
http://purl.obolibrary.org/obo/PLANA_0004521,
http://purl.obolibrary.org/obo/PLANA_0007524,
http://purl.obolibrary.org/obo/PLANA_0004512,
http://purl.obolibrary.org/obo/PLANA_0000494,
http://purl.obolibrary.org/obo/PLANA_0000226,
http://purl.obolibrary.org/obo/PLANA_0004524,
http://purl.obolibrary.org/obo/PLANA_0000132,
http://purl.obolibrary.org/obo/PLANA_0000128,
http://purl.obolibrary.org/obo/PLANA_0004534,
http://purl.obolibrary.org/obo/PLANA_0000482,
http://purl.obolibrary.org/obo/PLANA_0000079,
http://purl.obolibrary.org/obo/PLANA_0007547,
http://purl.obolibrary.org/obo/PLANA_0000412,
http://purl.obolibrary.org/obo/PLANA_0000227,germ cell
http://purl.obolibrary.org/obo/PLANA_0000206,penis papilla
http://purl.obolibrary.org/obo/PLANA_0000222,spermatid
http://purl.obolibrary.org/obo/PLANA_0000137,regeneration
http://purl.obolibrary.org/obo/PLANA_0000201,bursal canal
http://purl.obolibrary.org/obo/PLANA_0000116,embryo
http://purl.obolibrary.org/obo/PLANA_0000089,secondary gut branch
http://purl.obolibrary.org/obo/PLANA_0000068,embryonic gut cavity
http://purl.obolibrary.org/obo/PLANA_0000132,gametogenesis
http://purl.obolibrary.org/obo/PLANA_0000047,collecting duct
http://purl.obolibrary.org/obo/PLANA_0007539,anchor cell
http://purl.obolibrary.org/obo/PLANA_0000111,proximal tubule epithelial cell
http://purl.obolibrary.org/obo/PLANA_0000509,intracellular part
http://purl.obolibrary.org/obo/PLANA_0000026,definitive gut
http://purl.obolibrary.org/obo/PLANA_0007518,lysosome
http://purl.obolibrary.org/obo/PLANA_0000084,posterior primary gut branch
http://purl.obolibrary.org/obo/PLANA_0000005,Stage 5
http://purl.obolibrary.org/obo/PLANA_0000546,bipolar neuron
http://purl.obolibrary.org/obo/PLANA_0000063,extraembryonic structure
http://purl.obolibrary.org/obo/PLANA_0007555,pax3/7+ neural progenitor cell
http://purl.obolibrary.org/obo/PLANA_0000525,organelle
http://purl.obolibrary.org/obo/PLANA_0000042,anterior primary gut branch
http://purl.obolibrary.org/obo/PLANA_0007534,inner pharyngeal epithelium
http://purl.obolibrary.org/obo/PLANA_0000504,microvillus
http://purl.obolibrary.org/obo/PLANA_0000021,biotype
http://purl.obolibrary.org/obo/PLANA_0000419,prepharyngeal region
http://purl.obolibrary.org/obo/PLANA_0007513,endoplasmic reticulum
http://purl.obolibrary.org/obo/PLANA_0000562,central nervous system neuron
http://purl.obolibrary.org/obo/PLANA_0000477,pharyngeal radial muscle fiber
http://purl.obolibrary.org/obo/PLANA_0000541,nerve
http://purl.obolibrary.org/obo/PLANA_0004516,temporary embryonic pharynx lumen epithelial surface
http://purl.obolibrary.org/obo/PLANA_0007550,serotonergic neural progenitor cell
http://purl.obolibrary.org/obo/PLANA_0000520,membrane
http://purl.obolibrary.org/obo/PLANA_0000493,nervous system commissure
http://purl.obolibrary.org/obo/PLANA_0000414,pharyngeal pouch surface
http://purl.obolibrary.org/obo/PLANA_0004532,oviduct epithelium
http://purl.obolibrary.org/obo/PLANA_0000472,outer pharyngeal epithelium
http://purl.obolibrary.org/obo/PLANA_0000430,epithelial cell component
http://purl.obolibrary.org/obo/PLANA_0000239,oogonial cell
http://purl.obolibrary.org/obo/PLANA_0000218,male primordial germ cell
http://purl.obolibrary.org/obo/PLANA_0000234,seminal vesicle
http://purl.obolibrary.org/obo/PLANA_0000128,sperm duct epithelial cell
http://purl.obolibrary.org/obo/PLANA_0000107,yolk cell
http://purl.obolibrary.org/obo/PLANA_0000059,embryonic gut cell
http://purl.obolibrary.org/obo/PLANA_0000123,embryonic cell
http://purl.obolibrary.org/obo/PLANA_0000102,anatomical compartment subdivision
http://purl.obolibrary.org/obo/PLANA_0000096,ventral epidermis
http://purl.obolibrary.org/obo/PLANA_0000017,photoreceptor neuron
http://purl.obolibrary.org/obo/PLANA_0007509,plasma membrane
http://purl.obolibrary.org/obo/PLANA_0000558,sympathetic neuron
http://purl.obolibrary.org/obo/PLANA_0000075,optic cup
http://purl.obolibrary.org/obo/PLANA_0000537,ribosome
http://purl.obolibrary.org/obo/PLANA_0000054,dorsal epidermis
http://purl.obolibrary.org/obo/PLANA_0007546,TrpA+ neural progenitor cell
http://purl.obolibrary.org/obo/PLANA_0000516,cytoskeleton organization
http://purl.obolibrary.org/obo/PLANA_0000033,epidermal progenitor
http://purl.obolibrary.org/obo/PLANA_0007525,posterior pole
http://purl.obolibrary.org/obo/PLANA_0000091,sphere formation
http://purl.obolibrary.org/obo/PLANA_0000489,obsolete anatomical line
http://purl.obolibrary.org/obo/PLANA_0000012,neural progenitor
http://purl.obolibrary.org/obo/PLANA_0007504,dorsal compartment
http://purl.obolibrary.org/obo/PLANA_0000553,motor neuron
http://purl.obolibrary.org/obo/PLANA_0004528,pharyngeal epithelium
http://purl.obolibrary.org/obo/PLANA_0000070,intestinal phagocyte
http://purl.obolibrary.org/obo/PLANA_0000468,gastrodermal plexus
http://purl.obolibrary.org/obo/PLANA_0000532,nuclear part
http://purl.obolibrary.org/obo/PLANA_0004507,ovarian somatic gonadal cell
http://purl.obolibrary.org/obo/PLANA_0007541,releasing gland cell
http://purl.obolibrary.org/obo/PLANA_0000511,acidophilic cytoplasm
http://purl.obolibrary.org/obo/PLANA_0000426,obsolete acellular anatomical structure
http://purl.obolibrary.org/obo/PLANA_0000484,secretory system
http://purl.obolibrary.org/obo/PLANA_0000405,lumen of digestive tract
http://purl.obolibrary.org/obo/PLANA_0000463,cholinergic neuron
http://purl.obolibrary.org/obo/PLANA_0000421,tail
