term,label
http://purl.obolibrary.org/obo/PLANA_0000400,obsolete anatomical entity
http://purl.obolibrary.org/obo/PLANA_0000209,obsolete developing anatomical structure
http://purl.obolibrary.org/obo/PLANA_0000225,oviparity
http://purl.obolibrary.org/obo/PLANA_0000204,ovary
http://purl.obolibrary.org/obo/PLANA_0000119,terminally differentiated cell
http://purl.obolibrary.org/obo/PLANA_0000241,pharyngeal longitudinal muscle fiber
http://purl.obolibrary.org/obo/PLANA_0000220,spermatogonium
http://purl.obolibrary.org/obo/PLANA_0000135,female primordial germ cell
http://purl.obolibrary.org/obo/PLANA_0000114,anatomical system
http://purl.obolibrary.org/obo/PLANA_0000029,primitive ectoderm
http://purl.obolibrary.org/obo/PLANA_0000087,proximal tubule
http://purl.obolibrary.org/obo/PLANA_0000008,Stage 8
http://purl.obolibrary.org/obo/PLANA_0000549,excitatory motor neuron
http://purl.obolibrary.org/obo/PLANA_0000066,gastrodermis
http://purl.obolibrary.org/obo/PLANA_0007558,fission plane
http://purl.obolibrary.org/obo/PLANA_0000130,circular muscle progenitor cell
http://purl.obolibrary.org/obo/PLANA_0000528,Golgi apparatus
http://purl.obolibrary.org/obo/PLANA_0000045,circular muscle fiber
http://purl.obolibrary.org/obo/PLANA_0007537,brain
http://purl.obolibrary.org/obo/PLANA_0000507,cell-cell junction
http://purl.obolibrary.org/obo/PLANA_0000024,Smed asexual biotype
http://purl.obolibrary.org/obo/PLANA_0007516,nuclear pore
http://purl.obolibrary.org/obo/PLANA_0000565,autonomic neuron
http://purl.obolibrary.org/obo/PLANA_0000082,racing stripe
http://purl.obolibrary.org/obo/PLANA_0000003,Stage 3
http://purl.obolibrary.org/obo/PLANA_0004519,temporary embryonic pharynx neuron
http://purl.obolibrary.org/obo/PLANA_0000061,enteric musculature
http://purl.obolibrary.org/obo/PLANA_0000459,optic chiasma
http://purl.obolibrary.org/obo/PLANA_0007553,lateral nerve
http://purl.obolibrary.org/obo/PLANA_0000523,plasma membrane part
http://purl.obolibrary.org/obo/PLANA_0000040,Schmidtea mediterranea developmental stage
http://purl.obolibrary.org/obo/PLANA_0000502,actin-based cell projection
http://purl.obolibrary.org/obo/PLANA_0000496,obsolete anatomical boundary
http://purl.obolibrary.org/obo/PLANA_0000417,definitive organism subdivision
http://purl.obolibrary.org/obo/PLANA_0007511,extracellular organelle
http://purl.obolibrary.org/obo/PLANA_0000560,multipolar neuron
http://purl.obolibrary.org/obo/PLANA_0000475,inner pharyngeal longitudinal muscle fiber
http://purl.obolibrary.org/obo/PLANA_0004514,embryonic gut cell surface
http://purl.obolibrary.org/obo/PLANA_0000433,cellular component
http://purl.obolibrary.org/obo/PLANA_0000491,plane of autotomy
http://purl.obolibrary.org/obo/PLANA_0000412,pharynx lumen epithelial surface
http://purl.obolibrary.org/obo/PLANA_0004530,oviduct lumen
http://purl.obolibrary.org/obo/PLANA_0000470,neuropil
http://purl.obolibrary.org/obo/PLANA_0000237,round spermatid
http://purl.obolibrary.org/obo/PLANA_0000216,egg capsule
http://purl.obolibrary.org/obo/PLANA_0000232,copulatory apparatus
http://purl.obolibrary.org/obo/PLANA_0000211,primitive ectoderm cell
http://purl.obolibrary.org/obo/PLANA_0000126,reproductive system
http://purl.obolibrary.org/obo/PLANA_0000105,secretory cell
http://purl.obolibrary.org/obo/PLANA_0000099,neuron
http://purl.obolibrary.org/obo/PLANA_0000078,outer longitudinal muscle fiber
http://purl.obolibrary.org/obo/PLANA_0000057,embryonic cleavage
http://purl.obolibrary.org/obo/PLANA_0007549,body wall musculature compartment
http://purl.obolibrary.org/obo/PLANA_0000121,stem cell
http://purl.obolibrary.org/obo/PLANA_0000519,intracellular non-membrane-bounded organelle
http://purl.obolibrary.org/obo/PLANA_0000036,eye
http://purl.obolibrary.org/obo/PLANA_0007528,glial cell
http://purl.obolibrary.org/obo/PLANA_0000100,epithelial cell
http://purl.obolibrary.org/obo/PLANA_0000094,tissue morphogenesis
http://purl.obolibrary.org/obo/PLANA_0000015,non ciliated epithelial cell
http://purl.obolibrary.org/obo/PLANA_0007507,posterior compartment
http://purl.obolibrary.org/obo/PLANA_0000556,neurosecretory neuron
http://purl.obolibrary.org/obo/PLANA_0000535,heterochromatin
http://purl.obolibrary.org/obo/PLANA_0000052,dispersed cleavage
http://purl.obolibrary.org/obo/PLANA_0007544,cintillo+ sensory neuron
http://purl.obolibrary.org/obo/PLANA_0000514,cytoplasmic vesicle part
http://purl.obolibrary.org/obo/PLANA_0000031,pigment cup cell
http://purl.obolibrary.org/obo/PLANA_0000429,neoblast compartment
http://purl.obolibrary.org/obo/PLANA_0000487,acidophilic gland cell
http://purl.obolibrary.org/obo/PLANA_0007502,coronal plane
http://purl.obolibrary.org/obo/PLANA_0000466,subepidermal nerve plexus
http://purl.obolibrary.org/obo/PLANA_0007560,gastrovascular compartment
http://purl.obolibrary.org/obo/PLANA_0000530,secretory vesicle
http://purl.obolibrary.org/obo/PLANA_0000424,obsolete material anatomical entity
http://purl.obolibrary.org/obo/PLANA_0000482,dopaminergic neuron
http://purl.obolibrary.org/obo/PLANA_0000403,obsolete anatomical space
http://purl.obolibrary.org/obo/PLANA_0004521,temporary embryonic pharynx epithelial cell
http://purl.obolibrary.org/obo/PLANA_0000461,lateral branches
http://purl.obolibrary.org/obo/PLANA_0000228,male germ cell
http://purl.obolibrary.org/obo/PLANA_0000207,sperm duct
http://purl.obolibrary.org/obo/PLANA_0000223,female germline stem cell
http://purl.obolibrary.org/obo/PLANA_0000117,embryonic structure
http://purl.obolibrary.org/obo/PLANA_0000069,inner longitudinal muscle fiber
http://purl.obolibrary.org/obo/PLANA_0000133,mechanoreceptor cell
http://purl.obolibrary.org/obo/PLANA_0000048,diagonal muscle fiber
http://purl.obolibrary.org/obo/PLANA_0000112,Schmidtea mediterranea developmental term
http://purl.obolibrary.org/obo/PLANA_0000027,Smed sexual biotype
http://purl.obolibrary.org/obo/PLANA_0000085,primitive gut cell
http://purl.obolibrary.org/obo/PLANA_0000006,Stage 6
http://purl.obolibrary.org/obo/PLANA_0000547,commissural neuron
http://purl.obolibrary.org/obo/PLANA_0000064,flame bulb
http://purl.obolibrary.org/obo/PLANA_0007556,temporary embryonic pharynx cavity
http://purl.obolibrary.org/obo/PLANA_0000526,membrane-bounded organelle
http://purl.obolibrary.org/obo/PLANA_0000043,dorsoventral margin
http://purl.obolibrary.org/obo/PLANA_0007535,pharyngeal circular muscle fiber
http://purl.obolibrary.org/obo/PLANA_0000505,cell-cell contact zone
http://purl.obolibrary.org/obo/PLANA_0000499,cell
http://purl.obolibrary.org/obo/PLANA_0000022,Category 5 cell
http://purl.obolibrary.org/obo/PLANA_0007514,rough endoplasmic reticulum
http://purl.obolibrary.org/obo/PLANA_0000080,peripheral nervous system
http://purl.obolibrary.org/obo/PLANA_0000478,musculature of pharynx
http://purl.obolibrary.org/obo/PLANA_0000001,Stage 1
http://purl.obolibrary.org/obo/PLANA_0004517,blastomere
http://purl.obolibrary.org/obo/PLANA_0007551,klf+ sensory neuron progenitor cell
http://purl.obolibrary.org/obo/PLANA_0000521,bounding membrane of organelle
http://purl.obolibrary.org/obo/PLANA_0000500,cell part
http://purl.obolibrary.org/obo/PLANA_0000494,brain commissure
http://purl.obolibrary.org/obo/PLANA_0004533,sperm duct epithelium
http://purl.obolibrary.org/obo/PLANA_0000473,outer pharyngeal circular muscle fiber
http://purl.obolibrary.org/obo/PLANA_0004512,primitive ectoderm surface
http://purl.obolibrary.org/obo/PLANA_0000431,organ
http://purl.obolibrary.org/obo/PLANA_0000219,male germline stem cell
http://purl.obolibrary.org/obo/PLANA_0000214,juvenile
http://purl.obolibrary.org/obo/PLANA_0000129,obsolete anatomical structure
http://purl.obolibrary.org/obo/PLANA_0000230,tuba
http://purl.obolibrary.org/obo/PLANA_0000124,visual system
http://purl.obolibrary.org/obo/PLANA_0000039,gamma neoblast
http://purl.obolibrary.org/obo/PLANA_0000103,central nervous system
http://purl.obolibrary.org/obo/PLANA_0000097,ventral nerve cord
http://purl.obolibrary.org/obo/PLANA_0000018,Category 4 cell
http://purl.obolibrary.org/obo/PLANA_0000559,unipolar neuron
http://purl.obolibrary.org/obo/PLANA_0000076,oral hemisphere
http://purl.obolibrary.org/obo/PLANA_0000538,axon tract
http://purl.obolibrary.org/obo/PLANA_0000055,dorsal stripe
http://purl.obolibrary.org/obo/PLANA_0007547,anterior pole progenitor cell
http://purl.obolibrary.org/obo/PLANA_0000034,definitive epidermis
http://purl.obolibrary.org/obo/PLANA_0000092,syncytial yolk cell
http://purl.obolibrary.org/obo/PLANA_0000013,visceral musculature
http://purl.obolibrary.org/obo/PLANA_0007505,ventral compartment
http://purl.obolibrary.org/obo/PLANA_0004529,integumental system
http://purl.obolibrary.org/obo/PLANA_0000071,longitudinal muscle fiber
http://purl.obolibrary.org/obo/PLANA_0000533,nucleolus
http://purl.obolibrary.org/obo/PLANA_0000512,basophilic cytoplasm
http://purl.obolibrary.org/obo/PLANA_0000427,multicellular anatomical structure
http://purl.obolibrary.org/obo/PLANA_0000485,gland cell
http://purl.obolibrary.org/obo/PLANA_0000406,oral opening
http://purl.obolibrary.org/obo/PLANA_0004524,temporary embryonic pharynx circular muscle fiber
http://purl.obolibrary.org/obo/PLANA_0000464,GABAergic neuron
http://purl.obolibrary.org/obo/PLANA_0004503,sexually mature adult
http://purl.obolibrary.org/obo/PLANA_0000422,tail stripe
http://purl.obolibrary.org/obo/PLANA_0000480,outer pharynx nerve plexus
http://purl.obolibrary.org/obo/PLANA_0000401,obsolete immaterial anatomical entity
http://purl.obolibrary.org/obo/PLANA_0000226,cross-fertilization
http://purl.obolibrary.org/obo/PLANA_0000205,oviduct
http://purl.obolibrary.org/obo/PLANA_0000242,obsolete anatomical cavity
http://purl.obolibrary.org/obo/PLANA_0000221,spermatocyte
http://purl.obolibrary.org/obo/PLANA_0000136,whole organism
http://purl.obolibrary.org/obo/PLANA_0000115,distal tubule epithelial cell
http://purl.obolibrary.org/obo/PLANA_0000088,renal system
http://purl.obolibrary.org/obo/PLANA_0000009,sigma neoblast
http://purl.obolibrary.org/obo/PLANA_0000067,goblet cell
http://purl.obolibrary.org/obo/PLANA_0007559,ovary nerve plexus
http://purl.obolibrary.org/obo/PLANA_0000131,primordium
http://purl.obolibrary.org/obo/PLANA_0000529,nucleus
http://purl.obolibrary.org/obo/PLANA_0000046,clonogenic neoblast
http://purl.obolibrary.org/obo/PLANA_0007538,adhesion gland
http://purl.obolibrary.org/obo/PLANA_0000110,definitive pharynx progenitor
http://purl.obolibrary.org/obo/PLANA_0000508,cell-cell adhesion
http://purl.obolibrary.org/obo/PLANA_0000025,nervous system
http://purl.obolibrary.org/obo/PLANA_0000566,enteric neuron
http://purl.obolibrary.org/obo/PLANA_0000004,Stage 4
http://purl.obolibrary.org/obo/PLANA_0000545,afferent neuron
http://purl.obolibrary.org/obo/PLANA_0000062,esophagus
http://purl.obolibrary.org/obo/PLANA_0007554,parenchymal compartment
http://purl.obolibrary.org/obo/PLANA_0000524,organelle membrane
http://purl.obolibrary.org/obo/PLANA_0000041,aboral hemisphere
http://purl.obolibrary.org/obo/PLANA_0000503,cilium
http://purl.obolibrary.org/obo/PLANA_0000497,obsolete anatomical junction
http://purl.obolibrary.org/obo/PLANA_0000020,protonephridia
http://purl.obolibrary.org/obo/PLANA_0000418,head
http://purl.obolibrary.org/obo/PLANA_0007512,mitochondrion
http://purl.obolibrary.org/obo/PLANA_0000561,neuron associated cell (sensu Nematoda and Protostomia)
http://purl.obolibrary.org/obo/PLANA_0000476,outer pharyngeal longitudinal muscle fiber
http://purl.obolibrary.org/obo/PLANA_0000540,electrically signaling cell
http://purl.obolibrary.org/obo/PLANA_0000492,nerve plexus
http://purl.obolibrary.org/obo/PLANA_0000413,pharynx outer epithelial surface
http://purl.obolibrary.org/obo/PLANA_0004531,sperm duct lumen
http://purl.obolibrary.org/obo/PLANA_0000238,elongate spermatid
http://purl.obolibrary.org/obo/PLANA_0000217,gonad
http://purl.obolibrary.org/obo/PLANA_0000233,copulatory bursa
http://purl.obolibrary.org/obo/PLANA_0000212,blastomere compartment
http://purl.obolibrary.org/obo/PLANA_0000127,oviduct epithelial cell
http://purl.obolibrary.org/obo/PLANA_0000106,ciliated epithelial cell
http://purl.obolibrary.org/obo/PLANA_0000079,parenchymal musculature
http://purl.obolibrary.org/obo/PLANA_0000058,embryonic digestive system
http://purl.obolibrary.org/obo/PLANA_0000122,gamete
http://purl.obolibrary.org/obo/PLANA_0000037,definitive tissue
http://purl.obolibrary.org/obo/PLANA_0007529,ganglion
http://purl.obolibrary.org/obo/PLANA_0000101,muscle cell
http://purl.obolibrary.org/obo/PLANA_0000095,trail cell
http://purl.obolibrary.org/obo/PLANA_0000016,definitive pharynx
http://purl.obolibrary.org/obo/PLANA_0007508,extracellular component
http://purl.obolibrary.org/obo/PLANA_0000074,oocyte
http://purl.obolibrary.org/obo/PLANA_0000536,euchromatin
http://purl.obolibrary.org/obo/PLANA_0000053,distal tubule
http://purl.obolibrary.org/obo/PLANA_0007545,epidermal compartment
http://purl.obolibrary.org/obo/PLANA_0000515,vacuole
http://purl.obolibrary.org/obo/PLANA_0007524,anterior pole
http://purl.obolibrary.org/obo/PLANA_0000090,sperm
http://purl.obolibrary.org/obo/PLANA_0000488,basophilic gland cell
http://purl.obolibrary.org/obo/PLANA_0000011,protonephridial progenitor
http://purl.obolibrary.org/obo/PLANA_0004527,copulatory region
http://purl.obolibrary.org/obo/PLANA_0000552,sensory neuron
http://purl.obolibrary.org/obo/PLANA_0000467,submuscular nerve plexus
http://purl.obolibrary.org/obo/PLANA_0004506,testis somatic gonadal cell
http://purl.obolibrary.org/obo/PLANA_0000531,non-membrane-bounded organelle
http://purl.obolibrary.org/obo/PLANA_0007540,viscid gland cell
http://purl.obolibrary.org/obo/PLANA_0000510,cytoplasm
http://purl.obolibrary.org/obo/PLANA_0000425,definitive anatomical structure
http://purl.obolibrary.org/obo/PLANA_0000483,octopaminergic neuron
http://purl.obolibrary.org/obo/PLANA_0001005,basal lamina of epithelium
http://purl.obolibrary.org/obo/PLANA_0000404,cavity of pharynx
http://purl.obolibrary.org/obo/PLANA_0000462,sensory cell
http://purl.obolibrary.org/obo/PLANA_0000420,parapharyngeal region
http://purl.obolibrary.org/obo/PLANA_0000229,female germ cell
http://purl.obolibrary.org/obo/PLANA_0000208,testis
http://purl.obolibrary.org/obo/PLANA_0000224,cement gland
http://purl.obolibrary.org/obo/PLANA_0000203,gonopore
http://purl.obolibrary.org/obo/PLANA_0000118,collecting duct epithelial cell
http://purl.obolibrary.org/obo/PLANA_0000240,body wall musculature
http://purl.obolibrary.org/obo/PLANA_0000134,longitudinal muscle progenitor cell
http://purl.obolibrary.org/obo/PLANA_0000049,digestive system
http://purl.obolibrary.org/obo/PLANA_0000113,tissue
http://purl.obolibrary.org/obo/PLANA_0000028,Category 2 cell
http://purl.obolibrary.org/obo/PLANA_0000086,protosphere
http://purl.obolibrary.org/obo/PLANA_0000007,Stage 7
http://purl.obolibrary.org/obo/PLANA_0000548,efferent neuron
http://purl.obolibrary.org/obo/PLANA_0000065,flame cell
http://purl.obolibrary.org/obo/PLANA_0007557,testis nerve plexus
http://purl.obolibrary.org/obo/PLANA_0000527,intracellular membrane-bounded organelle
http://purl.obolibrary.org/obo/PLANA_0000044,cephalic ganglia
http://purl.obolibrary.org/obo/PLANA_0007536,specific_to
http://purl.obolibrary.org/obo/PLANA_0000506,cell junction
http://purl.obolibrary.org/obo/PLANA_0000023,temporary embryonic pharynx
http://purl.obolibrary.org/obo/PLANA_0007515,smooth endoplasmic reticulum
http://purl.obolibrary.org/obo/PLANA_0000564,peripheral nervous system neuron
http://purl.obolibrary.org/obo/PLANA_0000081,pharyngeal pouch
http://purl.obolibrary.org/obo/PLANA_0000479,inner pharynx nerve plexus
http://purl.obolibrary.org/obo/PLANA_0000002,Stage 2
http://purl.obolibrary.org/obo/PLANA_0000543,neuron projection bundle
http://purl.obolibrary.org/obo/PLANA_0004518,extraembryonic cell
http://purl.obolibrary.org/obo/PLANA_0000060,embryonic wall
http://purl.obolibrary.org/obo/PLANA_0007552,nu neoblast
http://purl.obolibrary.org/obo/PLANA_0000522,membrane part
http://purl.obolibrary.org/obo/PLANA_0000501,cell projection
http://purl.obolibrary.org/obo/PLANA_0000495,blastema
http://purl.obolibrary.org/obo/PLANA_0000416,obsolete organism subdivision
http://purl.obolibrary.org/obo/PLANA_0004534,tuba lumen
http://purl.obolibrary.org/obo/PLANA_0000474,inner pharyngeal circular muscle fiber
http://purl.obolibrary.org/obo/PLANA_0004513,primtive gut cell surface
http://purl.obolibrary.org/obo/PLANA_0000432,obsolete regenerating anatomical structure
http://purl.obolibrary.org/obo/PLANA_0000490,obsolete anatomical plane
http://purl.obolibrary.org/obo/PLANA_0000411,lumen gut surface
http://purl.obolibrary.org/obo/PLANA_0000215,reproductive system product
http://purl.obolibrary.org/obo/PLANA_0000109,anatomical compartment subdivision feature
http://purl.obolibrary.org/obo/PLANA_0000231,vitelline gland
http://purl.obolibrary.org/obo/PLANA_0000125,sensory system
http://purl.obolibrary.org/obo/PLANA_0000104,rhabdite
http://purl.obolibrary.org/obo/PLANA_0000098,zygote
http://purl.obolibrary.org/obo/PLANA_0000019,muscle progenitor
http://purl.obolibrary.org/obo/PLANA_0000077,organogenesis stage
http://purl.obolibrary.org/obo/PLANA_0000539,electrically responsive cell
http://purl.obolibrary.org/obo/PLANA_0000056,ectolecithal embryo
http://purl.obolibrary.org/obo/PLANA_0007548,transverse commissure
http://purl.obolibrary.org/obo/PLANA_0000120,progenitor cell
http://purl.obolibrary.org/obo/PLANA_0000518,intracellular organelle
http://purl.obolibrary.org/obo/PLANA_0000035,Category 3 cell
http://purl.obolibrary.org/obo/PLANA_0000093,tertiary gut branch
http://purl.obolibrary.org/obo/PLANA_0000014,zeta neoblast
http://purl.obolibrary.org/obo/PLANA_0007506,anterior compartment
http://purl.obolibrary.org/obo/PLANA_0000072,mouth
http://purl.obolibrary.org/obo/PLANA_0000534,chromatin
http://purl.obolibrary.org/obo/PLANA_0000051,direct development
http://purl.obolibrary.org/obo/PLANA_0007543,TrpA+ central nervous system neuron
http://purl.obolibrary.org/obo/PLANA_0000513,cytoplasmic part
http://purl.obolibrary.org/obo/PLANA_0000030,midline
http://purl.obolibrary.org/obo/PLANA_0000428,musculature system
http://purl.obolibrary.org/obo/PLANA_0000486,secretory pore
http://purl.obolibrary.org/obo/PLANA_0000407,pharnygeal pouch cavity
http://purl.obolibrary.org/obo/PLANA_0000550,interneuron
http://purl.obolibrary.org/obo/PLANA_0000465,pharynx nerve plexus
http://purl.obolibrary.org/obo/PLANA_0004504,asexual adult
http://purl.obolibrary.org/obo/PLANA_0000423,embryonic subdivision
http://purl.obolibrary.org/obo/PLANA_0000481,serotonergic neuron
http://purl.obolibrary.org/obo/PLANA_0000402,obsolete anatomical point
http://purl.obolibrary.org/obo/PLANA_0004520,temporary embryonic pharynx radial muscle cell
http://purl.obolibrary.org/obo/PLANA_0000460,anterior commissure
