defined_class	defined_class_name	contained_in	contained_in_label
PLANA:0000221	spermatocyte	PLANA:0000419	prepharyngeal region
PLANA:0000221	spermatocyte	PLANA:0000141	dorsal region
PLANA:0000221	spermatocyte	PLANA:0000140	anterior region
PLANA:0000221	spermatocyte	PLANA:0000420	parapharyngeal region
PLANA:0000222	spermatid	PLANA:0000142	posterior region
PLANA:0000222	spermatid	PLANA:0000421	tail
PLANA:0000222	spermatid	PLANA:0004527	copulatory region
PLANA:0000222	spermatid	PLANA:0000419	prepharyngeal region
PLANA:0000222	spermatid	PLANA:0000141	dorsal region
PLANA:0000222	spermatid	PLANA:0000140	anterior region
PLANA:0000222	spermatid	PLANA:0000420	parapharyngeal region
PLANA:0000223	oogonial stem cell	PLANA:0000143	ventral region
PLANA:0000223	oogonial stem cell	PLANA:0000419	prepharyngeal region
PLANA:0000223	oogonial stem cell	PLANA:0000140	anterior region
PLANA:0000224	cement gland	PLANA:0000141	dorsal region
PLANA:0000224	cement gland	PLANA:0004527	copulatory region
PLANA:0000224	cement gland	PLANA:0000143	ventral region
PLANA:0000224	cement gland	PLANA:0000142	posterior region
PLANA:0000230	tuba	PLANA:0000419	prepharyngeal region
PLANA:0000230	tuba	PLANA:0000143	ventral region
PLANA:0000230	tuba	PLANA:0000140	anterior region
PLANA:0000231	vitelline gland	PLANA:0000420	parapharyngeal region
PLANA:0000231	vitelline gland	PLANA:0004527	copulatory region
PLANA:0000231	vitelline gland	PLANA:0000419	prepharyngeal region
PLANA:0000232	copulatory apparatus	PLANA:0000142	posterior region
PLANA:0000232	copulatory apparatus	PLANA:0000143	dorsal region
PLANA:0000232	copulatory apparatus	PLANA:0004527	copulatory region
PLANA:0000232	copulatory apparatus	PLANA:0000141	ventral region
PLANA:0000233	copulatory bursa	PLANA:0004527	copulatory region
PLANA:0000233	copulatory bursa	PLANA:0000142	posterior region
PLANA:0000234	seminal vesicle	PLANA:0000142	posterior region
PLANA:0000234	seminal vesicle	PLANA:0004527	copulatory region
PLANA:0000237	round spermatid	PLANA:0000419	prepharyngeal region
PLANA:0000237	round spermatid	PLANA:0004527	copulatory region
PLANA:0000237	round spermatid	PLANA:0000141	dorsal region
PLANA:0000237	round spermatid	PLANA:0000421	tail
PLANA:0000237	round spermatid	PLANA:0000142	posterior region
PLANA:0000237	round spermatid	PLANA:0000420	parapharyngeal region
PLANA:0000237	round spermatid	PLANA:0000140	anterior region
PLANA:0000238	elongate spermatid	PLANA:0000421	tail
PLANA:0000238	elongate spermatid	PLANA:0000142	posterior region
PLANA:0000238	elongate spermatid	PLANA:0004527	copulatory region
PLANA:0000238	elongate spermatid	PLANA:0000419	prepharyngeal region
PLANA:0000238	elongate spermatid	PLANA:0000141	dorsal region
PLANA:0000238	elongate spermatid	PLANA:0000140	anterior region
PLANA:0000238	elongate spermatid	PLANA:0000420	parapharyngeal region
PLANA:0000239	oogonial cell	PLANA:0000419	prepharyngeal region
PLANA:0000239	oogonial cell	PLANA:0000143	ventral region
PLANA:0000239	oogonial cell	PLANA:0000140	anterior region
PLANA:0000240	body wall musculature	PLANA:0000420	parapharyngeal region
PLANA:0000240	body wall musculature	PLANA:0000141	dorsal region
PLANA:0000240	body wall musculature	PLANA:0000419	prepharyngeal region
PLANA:0000240	body wall musculature	PLANA:0000143	ventral region
PLANA:0000240	body wall musculature	PLANA:0000421	tail
PLANA:0000240	body wall musculature	PLANA:0000418	head
PLANA:0000240	body wall musculature	PLANA:0000140	anterior region
PLANA:0000240	body wall musculature	PLANA:0004527	copulatory region
PLANA:0000240	body wall musculature	PLANA:0000142	posterior region
PLANA:0000404	pharynx lumen	PLANA:0000141	dorsal region
PLANA:0000404	pharynx lumen	PLANA:0000143	ventral region
PLANA:0000404	pharynx lumen	PLANA:0000142	posterior region
PLANA:0000404	pharynx lumen	PLANA:0000420	parapharyngeal region
PLANA:0000405	digestive tract lumen	PLANA:0000140	anterior region
PLANA:0000405	digestive tract lumen	PLANA:0004527	copulatory region
PLANA:0000405	digestive tract lumen	PLANA:0000142	posterior region
PLANA:0000405	digestive tract lumen	PLANA:0000420	parapharyngeal region
PLANA:0000405	digestive tract lumen	PLANA:0000143	ventral region
PLANA:0000405	digestive tract lumen	PLANA:0000141	dorsal region
PLANA:0000405	digestive tract lumen	PLANA:0000419	prepharyngeal region
PLANA:0000405	digestive tract lumen	PLANA:0000421	tail
PLANA:0000406	oral opening	PLANA:0000420	parapharyngeal region
PLANA:0000406	oral opening	PLANA:0000076	oral hemisphere
PLANA:0000407	pharynx pouch cavity	PLANA:0000143	ventral region
PLANA:0000407	pharynx pouch cavity	PLANA:0000141	dorsal region
PLANA:0000407	pharynx pouch cavity	PLANA:0000142	posterior region
PLANA:0000407	pharynx pouch cavity	PLANA:0000420	parapharyngeal region
PLANA:0000419	prepharyngeal region	PLANA:0000140	anterior region
PLANA:0000421	tail region	PLANA:0000142	posterior region
PLANA:0000429	neoblast	PLANA:0000141	dorsal region
PLANA:0000429	neoblast	PLANA:0000419	prepharyngeal region
PLANA:0000429	neoblast	PLANA:0000143	ventral region
PLANA:0000429	neoblast	PLANA:0000421	tail
PLANA:0000429	neoblast	PLANA:0000420	parapharyngeal region
PLANA:0000429	neoblast	PLANA:0004527	copulatory region
PLANA:0000429	neoblast	PLANA:0000142	posterior region
PLANA:0000429	neoblast	PLANA:0000418	head
PLANA:0000429	neoblast	PLANA:0000140	anterior region
PLANA:0000459	optic chiasm	PLANA:0000418	head
PLANA:0000459	optic chiasm	PLANA:0000140	anterior region
PLANA:0000460	anterior commissure	PLANA:0000418	head
PLANA:0000460	anterior commissure	PLANA:0000140	anterior region
PLANA:0000461	lateral branch	PLANA:0000418	head
PLANA:0000461	lateral branch	PLANA:0000140	anterior region
PLANA:0000461	lateral branch	PLANA:0000143	ventral region
PLANA:0000465	pharynx nerve plexus	PLANA:0000420	parapharyngeal region
PLANA:0000466	subepidermal nerve plexus	PLANA:0000421	tail
PLANA:0000466	subepidermal nerve plexus	PLANA:0000419	prepharyngeal region
PLANA:0000466	subepidermal nerve plexus	PLANA:0000141	dorsal region
PLANA:0000466	subepidermal nerve plexus	PLANA:0000143	ventral region
PLANA:0000466	subepidermal nerve plexus	PLANA:0000420	parapharyngeal region
PLANA:0000466	subepidermal nerve plexus	PLANA:0000142	posterior region
PLANA:0000466	subepidermal nerve plexus	PLANA:0004527	copulatory region
PLANA:0000466	subepidermal nerve plexus	PLANA:0000140	anterior region
PLANA:0000466	subepidermal nerve plexus	PLANA:0000418	head
PLANA:0000467	submuscular nerve plexus	PLANA:0000140	anterior region
PLANA:0000467	submuscular nerve plexus	PLANA:0000418	head
PLANA:0000467	submuscular nerve plexus	PLANA:0000142	posterior region
PLANA:0000467	submuscular nerve plexus	PLANA:0004527	copulatory region
PLANA:0000467	submuscular nerve plexus	PLANA:0000420	parapharyngeal region
PLANA:0000467	submuscular nerve plexus	PLANA:0000421	tail
PLANA:0000467	submuscular nerve plexus	PLANA:0000141	dorsal region
PLANA:0000467	submuscular nerve plexus	PLANA:0000419	prepharyngeal region
PLANA:0000467	submuscular nerve plexus	PLANA:0000143	ventral region
PLANA:0000468	gastrodermal plexus	PLANA:0000420	parapharyngeal region
PLANA:0000468	gastrodermal plexus	PLANA:0000418	head
PLANA:0000468	gastrodermal plexus	PLANA:0000140	anterior region
PLANA:0000468	gastrodermal plexus	PLANA:0000419	prepharyngeal region
PLANA:0000468	gastrodermal plexus	PLANA:0004527	copulatory region
PLANA:0000468	gastrodermal plexus	PLANA:0000142	posterior region
PLANA:0000468	gastrodermal plexus	PLANA:0000421	tail
PLANA:0000470	neuropil	PLANA:0000418	head
PLANA:0000470	neuropil	PLANA:0000140	anterior region
PLANA:0000470	neuropil	PLANA:0000143	ventral region
PLANA:0000472	pharynx outer epithelium	PLANA:0000142	posterior region
PLANA:0000472	pharynx outer epithelium	PLANA:0000420	parapharyngeal region
PLANA:0000473	pharynx outer circular muscle cell	PLANA:0000420	parapharyngeal region
PLANA:0000473	pharynx outer circular muscle cell	PLANA:0000142	posterior region
PLANA:0000474	pharynx inner circular muscle cell	PLANA:0000420	parapharyngeal region
PLANA:0000474	pharynx inner circular muscle cell	PLANA:0000142	posterior region
PLANA:0000477	pharynx radial muscle cell	PLANA:0000142	posterior region
PLANA:0000477	pharynx radial muscle cell	PLANA:0000420	parapharyngeal region
PLANA:0000478	pharynx musculature	PLANA:0000420	parapharyngeal region
PLANA:0000479	pharynx inner nerve plexus	PLANA:0000420	parapharyngeal region
PLANA:0000479	pharynx inner nerve plexus	PLANA:0000142	posterior region
PLANA:0000480	pharynx outer nerve plexus	PLANA:0000420	parapharyngeal region
PLANA:0000480	pharynx outer nerve plexus	PLANA:0000142	posterior region
PLANA:0000481	serotonergic neuron	PLANA:0000418	head
PLANA:0000481	serotonergic neuron	PLANA:0000140	anterior region
PLANA:0000481	serotonergic neuron	PLANA:0004527	copulatory region
PLANA:0000481	serotonergic neuron	PLANA:0000142	posterior region
PLANA:0000481	serotonergic neuron	PLANA:0000420	parapharyngeal region
PLANA:0000481	serotonergic neuron	PLANA:0000143	ventral region
PLANA:0000481	serotonergic neuron	PLANA:0000141	dorsal region
PLANA:0000481	serotonergic neuron	PLANA:0000419	prepharyngeal region
PLANA:0000481	serotonergic neuron	PLANA:0000421	tail
PLANA:0000494	brain commissure	PLANA:0000418	head
PLANA:0000494	brain commissure	PLANA:0000140	anterior region
PLANA:0000494	brain commissure	PLANA:0000143	ventral region
PLANA:0002002	adhesive papilla	PLANA:0000043	dorsal ventral margin
PLANA:0002002	adhesive papilla	PLANA:0002054	marginal adhesive zone
PLANA:0002004	anterior gut branch	PLANA:0000419	prepharyngeal region
PLANA:0002004	anterior gut branch	PLANA:0000141	dorsal region
PLANA:0002004	anterior gut branch	PLANA:0000143	ventral region
PLANA:0002004	anterior gut branch	PLANA:0000140	anterior region
PLANA:0002004	anterior gut branch	PLANA:0000418	head
PLANA:0002005	anterior tip	PLANA:0000140	anterior region
PLANA:0002005	anterior tip	PLANA:0000418	head
PLANA:0002007	auricle	PLANA:0000141	dorsal region
PLANA:0002007	auricle	PLANA:0000140	anterior region
PLANA:0002007	auricle	PLANA:0000418	head
PLANA:0002011	brain visual center	PLANA:0000143	ventral region
PLANA:0002011	brain visual center	PLANA:0000140	anterior region
PLANA:0002011	brain visual center	PLANA:0000418	head
PLANA:0002012	bulbar cavity	PLANA:0000142	posterior region
PLANA:0002012	bulbar cavity	PLANA:0004527	copulatory region
PLANA:0002013	Category 1 cell	PLANA:0000421	tail
PLANA:0002013	Category 1 cell	PLANA:0000143	ventral region
PLANA:0002013	Category 1 cell	PLANA:0000141	dorsal region
PLANA:0002013	Category 1 cell	PLANA:0000419	prepharyngeal region
PLANA:0002013	Category 1 cell	PLANA:0000420	parapharyngeal region
PLANA:0002013	Category 1 cell	PLANA:0000142	posterior region
PLANA:0002013	Category 1 cell	PLANA:0004527	copulatory region
PLANA:0002013	Category 1 cell	PLANA:0000140	anterior region
PLANA:0002013	Category 1 cell	PLANA:0000418	head
PLANA:0002015	cephalic ganglia lobe	PLANA:0000140	anterior region
PLANA:0002015	cephalic ganglia lobe	PLANA:0000418	head
PLANA:0002015	cephalic ganglia lobe	PLANA:0000143	ventral region
PLANA:0002015	cephalic ganglia lobe	PLANA:0000141	dorsal region
PLANA:0002016	cephalic ganglia neuron	PLANA:0000140	anterior region
PLANA:0002016	cephalic ganglia neuron	PLANA:0000418	head
PLANA:0002016	cephalic ganglia neuron	PLANA:0000143	ventral region
PLANA:0002028	dorsal-ventral muscle cell	PLANA:0000418	head
PLANA:0002028	dorsal-ventral muscle cell	PLANA:0000140	anterior region
PLANA:0002028	dorsal-ventral muscle cell	PLANA:0004527	copulatory region
PLANA:0002028	dorsal-ventral muscle cell	PLANA:0000142	posterior region
PLANA:0002028	dorsal-ventral muscle cell	PLANA:0000420	parapharyngeal region
PLANA:0002028	dorsal-ventral muscle cell	PLANA:0000143	ventral region
PLANA:0002028	dorsal-ventral muscle cell	PLANA:0000141	dorsal region
PLANA:0002028	dorsal-ventral muscle cell	PLANA:0000419	prepharyngeal region
PLANA:0002028	dorsal-ventral muscle cell	PLANA:0000421	tail
PLANA:0002029	early female germ cell	PLANA:0000140	anterior region
PLANA:0002029	early female germ cell	PLANA:0000143	ventral region
PLANA:0002029	early female germ cell	PLANA:0000419	prepharyngeal region
PLANA:0002030	early male germ cell	PLANA:0000141	dorsal region
PLANA:0002030	early male germ cell	PLANA:0004527	copulatory region
PLANA:0002030	early male germ cell	PLANA:0000419	prepharyngeal region
PLANA:0002030	early male germ cell	PLANA:0000142	posterior region
PLANA:0002030	early male germ cell	PLANA:0000421	tail
PLANA:0002030	early male germ cell	PLANA:0000420	parapharyngeal region
PLANA:0002030	early male germ cell	PLANA:0000140	anterior region
PLANA:0002031	embryonic gut	PLANA:0000041	aboral hemisphere
PLANA:0002031	embryonic gut	PLANA:0000076	oral hemisphere
PLANA:0002042	genital atrium	PLANA:0000142	posterior region
PLANA:0002042	genital atrium	PLANA:0004527	copulatory region
PLANA:0002047	pharynx inner epidermal cell	PLANA:0000142	posterior region
PLANA:0002047	pharynx inner epidermal cell	PLANA:0000420	parapharyngeal region
PLANA:0002048	inner zone of gland cells	PLANA:0000420	parapharyngeal region
PLANA:0002048	inner zone of gland cells	PLANA:0000143	ventral region
PLANA:0002048	inner zone of gland cells	PLANA:0000142	posterior region
PLANA:0002056	medial muscle cell	PLANA:0000140	anterior region
PLANA:0002056	medial muscle cell	PLANA:0000142	posterior region
PLANA:0002056	medial muscle cell	PLANA:0000141	dorsal region
PLANA:0002056	medial muscle cell	PLANA:0000143	ventral region
PLANA:0002058	melanosome	PLANA:0000140	anterior region
PLANA:0002058	melanosome	PLANA:0000418	head
PLANA:0002058	melanosome	PLANA:0000141	dorsal region
PLANA:0002063	non-ciliated epidermis	PLANA:0000142	posterior region
PLANA:0002063	non-ciliated epidermis	PLANA:0004527	copulatory region
PLANA:0002063	non-ciliated epidermis	PLANA:0000140	anterior region
PLANA:0002063	non-ciliated epidermis	PLANA:0000418	head
PLANA:0002063	non-ciliated epidermis	PLANA:0000421	tail
PLANA:0002063	non-ciliated epidermis	PLANA:0000141	dorsal region
PLANA:0002063	non-ciliated epidermis	PLANA:0000419	prepharyngeal region
PLANA:0002063	non-ciliated epidermis	PLANA:0000143	ventral region
PLANA:0002063	non-ciliated epidermis	PLANA:0000420	parapharyngeal region
PLANA:0002069	ommochrome pigment cell	PLANA:0000420	parapharyngeal region
PLANA:0002069	ommochrome pigment cell	PLANA:0000421	tail
PLANA:0002069	ommochrome pigment cell	PLANA:0000143	ventral region
PLANA:0002069	ommochrome pigment cell	PLANA:0000141	dorsal region
PLANA:0002069	ommochrome pigment cell	PLANA:0000419	prepharyngeal region
PLANA:0002069	ommochrome pigment cell	PLANA:0000140	anterior region
PLANA:0002069	ommochrome pigment cell	PLANA:0000418	head
PLANA:0002069	ommochrome pigment cell	PLANA:0000142	posterior region
PLANA:0002069	ommochrome pigment cell	PLANA:0004527	copulatory region
PLANA:0002070	optic nerve	PLANA:0000418	head
PLANA:0002070	optic nerve	PLANA:0000140	anterior region
PLANA:0002070	optic nerve	PLANA:0000141	dorsal region
PLANA:0002071	pharynx outer epidermal cell	PLANA:0000420	parapharyngeal region
PLANA:0002071	pharynx outer epidermal cell	PLANA:0000142	posterior region
PLANA:0002087	primitive gut	PLANA:0000076	oral hemisphere
PLANA:0002091	rhabdome	PLANA:0000140	anterior region
PLANA:0002091	rhabdome	PLANA:0000418	head
PLANA:0002091	rhabdome	PLANA:0000141	dorsal region
PLANA:0002092	rhabdomere	PLANA:0000140	anterior region
PLANA:0002092	rhabdomere	PLANA:0000418	head
PLANA:0002092	rhabdomere	PLANA:0000141	dorsal region
PLANA:0002104	tail tip	PLANA:0000421	tail
PLANA:0002113	postpharyngeal region	PLANA:0000142	posterior region
PLANA:0002140	pharynx pouch epithelium	PLANA:0000143	ventral region
PLANA:0002140	pharynx pouch epithelium	PLANA:0000141	dorsal region
PLANA:0002140	pharynx pouch epithelium	PLANA:0000142	posterior region
PLANA:0002140	pharynx pouch epithelium	PLANA:0000420	parapharyngeal region
PLANA:0002142	parenchyma	PLANA:0000418	head
PLANA:0002142	parenchyma	PLANA:0000140	anterior region
PLANA:0002142	parenchyma	PLANA:0004527	copulatory region
PLANA:0002142	parenchyma	PLANA:0000142	posterior region
PLANA:0002142	parenchyma	PLANA:0000420	parapharyngeal region
PLANA:0002142	parenchyma	PLANA:0000143	ventral region
PLANA:0002142	parenchyma	PLANA:0000419	prepharyngeal region
PLANA:0002142	parenchyma	PLANA:0000141	dorsal region
PLANA:0002142	parenchyma	PLANA:0000421	tail
PLANA:0004506	testis somatic gonadal cell	PLANA:0000421	tail
PLANA:0004506	testis somatic gonadal cell	PLANA:0000142	posterior region
PLANA:0004506	testis somatic gonadal cell	PLANA:0000141	dorsal region
PLANA:0004506	testis somatic gonadal cell	PLANA:0000419	prepharyngeal region
PLANA:0004506	testis somatic gonadal cell	PLANA:0004527	copulatory region
PLANA:0004506	testis somatic gonadal cell	PLANA:0000140	anterior region
PLANA:0004506	testis somatic gonadal cell	PLANA:0000420	parapharyngeal region
PLANA:0004507	ovarian somatic gonadal cell	PLANA:0000140	anterior region
PLANA:0004507	ovarian somatic gonadal cell	PLANA:0000143	ventral region
PLANA:0004507	ovarian somatic gonadal cell	PLANA:0000419	prepharyngeal region
PLANA:0004517	blastomere	PLANA:0000060	embryonic wall
PLANA:0004517	blastomere	PLANA:0000041	aboral hemisphere
PLANA:0004517	blastomere	PLANA:0000076	oral hemisphere
PLANA:0004519	embryonic pharynx neuron	PLANA:0000076	oral hemisphere
PLANA:0004520	embryonic pharynx radial muscle cell	PLANA:0000076	oral hemisphere
PLANA:0004521	embryonic pharynx epithelial cell	PLANA:0000076	oral hemisphere
PLANA:0004524	embryonic pharynx circular muscle cell	PLANA:0000076	oral hemisphere
PLANA:0004527	copulatory region	PLANA:0000142	posterior region
PLANA:0004528	pharynx epithelium	PLANA:0000142	posterior region
PLANA:0004528	pharynx epithelium	PLANA:0000420	parapharyngeal region
PLANA:0004530	oviduct lumen	PLANA:0000420	parapharyngeal region
PLANA:0004530	oviduct lumen	PLANA:0000140	anterior region
PLANA:0004530	oviduct lumen	PLANA:0004527	copulatory region
PLANA:0004530	oviduct lumen	PLANA:0000419	prepharyngeal region
PLANA:0004530	oviduct lumen	PLANA:0000143	ventral region
PLANA:0004530	oviduct lumen	PLANA:0000142	posterior region
PLANA:0004531	sperm duct lumen	PLANA:0000420	parapharyngeal region
PLANA:0004531	sperm duct lumen	PLANA:0000143	ventral region
PLANA:0004531	sperm duct lumen	PLANA:0000419	prepharyngeal region
PLANA:0004531	sperm duct lumen	PLANA:0000141	dorsal region
PLANA:0004531	sperm duct lumen	PLANA:0000421	tail
PLANA:0004531	sperm duct lumen	PLANA:0000140	anterior region
PLANA:0004531	sperm duct lumen	PLANA:0004527	copulatory region
PLANA:0004531	sperm duct lumen	PLANA:0000142	posterior region
PLANA:0004532	oviduct epithelium	PLANA:0000420	parapharyngeal region
PLANA:0004532	oviduct epithelium	PLANA:0000140	anterior region
PLANA:0004532	oviduct epithelium	PLANA:0004527	copulatory region
PLANA:0004532	oviduct epithelium	PLANA:0000419	prepharyngeal region
PLANA:0004532	oviduct epithelium	PLANA:0000143	ventral region
PLANA:0004532	oviduct epithelium	PLANA:0000142	posterior region
PLANA:0004533	sperm duct epithelium	PLANA:0004527	copulatory region
PLANA:0004533	sperm duct epithelium	PLANA:0000419	prepharyngeal region
PLANA:0004533	sperm duct epithelium	PLANA:0000142	posterior region
PLANA:0004533	sperm duct epithelium	PLANA:0000421	tail
PLANA:0004533	sperm duct epithelium	PLANA:0000420	parapharyngeal region
PLANA:0004533	sperm duct epithelium	PLANA:0000140	anterior region
PLANA:0004534	tuba lumen	PLANA:0000419	prepharyngeal region
PLANA:0004534	tuba lumen	PLANA:0000143	ventral region
PLANA:0004534	tuba lumen	PLANA:0000140	anterior region
PLANA:0007524	anterior pole	PLANA:0000418	head
PLANA:0007524	anterior pole	PLANA:0000140	anterior region
PLANA:0007524	anterior pole	PLANA:0000030	midline
PLANA:0007525	posterior pole	PLANA:0000030	midline
PLANA:0007525	posterior pole	PLANA:0002104	tail tip
PLANA:0007528	glial cell	PLANA:0000141	dorsal region
PLANA:0007528	glial cell	PLANA:0000419	prepharyngeal region
PLANA:0007528	glial cell	PLANA:0000143	ventral region
PLANA:0007528	glial cell	PLANA:0000421	tail
PLANA:0007528	glial cell	PLANA:0000420	parapharyngeal region
PLANA:0007528	glial cell	PLANA:0004527	copulatory region
PLANA:0007528	glial cell	PLANA:0000142	posterior region
PLANA:0007528	glial cell	PLANA:0000418	head
PLANA:0007528	glial cell	PLANA:0000140	anterior region
PLANA:0007534	pharynx inner epithelium	PLANA:0000420	parapharyngeal region
PLANA:0007535	pharynx circular muscle cell	PLANA:0000142	posterior region
PLANA:0007535	pharynx circular muscle cell	PLANA:0000420	parapharyngeal region
PLANA:0007538	adhesion gland	PLANA:0000142	posterior region
PLANA:0007538	adhesion gland	PLANA:0004527	copulatory region
PLANA:0007538	adhesion gland	PLANA:0000140	anterior region
PLANA:0007538	adhesion gland	PLANA:0000418	head
PLANA:0007538	adhesion gland	PLANA:0000421	tail
PLANA:0007538	adhesion gland	PLANA:0000419	prepharyngeal region
PLANA:0007538	adhesion gland	PLANA:0000043	dorsal ventral margin
PLANA:0007538	adhesion gland	PLANA:0000420	parapharyngeal region
PLANA:0007539	anchor cell	PLANA:0000140	anterior region
PLANA:0007539	anchor cell	PLANA:0000418	head
PLANA:0007539	anchor cell	PLANA:0000142	posterior region
PLANA:0007539	anchor cell	PLANA:0004527	copulatory region
PLANA:0007539	anchor cell	PLANA:0000043	dorsal ventral margin
PLANA:0007539	anchor cell	PLANA:0000420	parapharyngeal region
PLANA:0007539	anchor cell	PLANA:0000421	tail
PLANA:0007539	anchor cell	PLANA:0000419	prepharyngeal region
PLANA:0007540	viscid gland cell	PLANA:0000043	dorsal ventral margin
PLANA:0007540	viscid gland cell	PLANA:0000420	parapharyngeal region
PLANA:0007540	viscid gland cell	PLANA:0000421	tail
PLANA:0007540	viscid gland cell	PLANA:0000419	prepharyngeal region
PLANA:0007540	viscid gland cell	PLANA:0000140	anterior region
PLANA:0007540	viscid gland cell	PLANA:0000418	head
PLANA:0007540	viscid gland cell	PLANA:0000142	posterior regionl
PLANA:0007540	viscid gland cell	PLANA:0004527	copulatory region
PLANA:0007541	releasing gland cell	PLANA:0000419	prepharyngeal region
PLANA:0007541	releasing gland cell	PLANA:0000421	tail
PLANA:0007541	releasing gland cell	PLANA:0000420	parapharyngeal region
PLANA:0007541	releasing gland cell	PLANA:0000043	dorsal ventral margin
PLANA:0007541	releasing gland cell	PLANA:0004527	copulatory region
PLANA:0007541	releasing gland cell	PLANA:0000142	posterior region
PLANA:0007541	releasing gland cell	PLANA:0000418	head
PLANA:0007541	releasing gland cell	PLANA:0000140	anterior region
PLANA:0007543	TrpA+ central nervous system neuron	PLANA:0000143	ventral region
PLANA:0007543	TrpA+ central nervous system neuron	PLANA:0000418	head
PLANA:0007543	TrpA+ central nervous system neuron	PLANA:0000140	anterior region
PLANA:0007544	cintillo+ sensory neuron	PLANA:0000140	anterior region
PLANA:0007544	cintillo+ sensory neuron	PLANA:0000418	head
PLANA:0007544	cintillo+ sensory neuron	PLANA:0000141	dorsal region
PLANA:0007546	TrpA+ neural progenitor cell	PLANA:0000418	head
PLANA:0007546	TrpA+ neural progenitor cell	PLANA:0000140	anterior region
PLANA:0007546	TrpA+ neural progenitor cell	PLANA:0000419	prepharyngeal region
PLANA:0007546	TrpA+ neural progenitor cell	PLANA:0000143	ventral region
PLANA:0007547	anterior pole progenitor cell	PLANA:0000140	anterior region
PLANA:0007547	anterior pole progenitor cell	PLANA:0000418	head
PLANA:0007550	serotonergic neural progenitor cell	PLANA:0000421	tail
PLANA:0007550	serotonergic neural progenitor cell	PLANA:0000419	prepharyngeal region
PLANA:0007550	serotonergic neural progenitor cell	PLANA:0000143	ventral region
PLANA:0007550	serotonergic neural progenitor cell	PLANA:0000420	parapharyngeal region
PLANA:0007550	serotonergic neural progenitor cell	PLANA:0000142	posterior region
PLANA:0007550	serotonergic neural progenitor cell	PLANA:0004527	copulatory region
PLANA:0007550	serotonergic neural progenitor cell	PLANA:0000140	anterior region
PLANA:0007550	serotonergic neural progenitor cell	PLANA:0000418	head
PLANA:0007551	klf+ sensory neuron progenitor cell	PLANA:0000418	head
PLANA:0007551	klf+ sensory neuron progenitor cell	PLANA:0000140	anterior region
PLANA:0007551	klf+ sensory neuron progenitor cell	PLANA:0000143	ventral region
PLANA:0007552	nu neoblast	PLANA:0000143	ventral region
PLANA:0007552	nu neoblast	PLANA:0000140	anterior region
PLANA:0007552	nu neoblast	PLANA:0000418	head
PLANA:0007555	pax3/7+ neural progenitor cell	PLANA:0000143	ventral region
PLANA:0007555	pax3/7+ neural progenitor cell	PLANA:0000418	head
PLANA:0007555	pax3/7+ neural progenitor cell	PLANA:0000140	anterior region
PLANA:0007556	embryonic pharynx lumen	PLANA:0000076	oral hemisphere
PLANA:0007557	testis nerve plexus	PLANA:0000140	anterior region
PLANA:0007557	testis nerve plexus	PLANA:0000420	parapharyngeal region
PLANA:0007557	testis nerve plexus	PLANA:0000421	tail
PLANA:0007557	testis nerve plexus	PLANA:0000142	posterior region
PLANA:0007557	testis nerve plexus	PLANA:0000141	dorsal region
PLANA:0007557	testis nerve plexus	PLANA:0000419	prepharyngeal region
PLANA:0007557	testis nerve plexus	PLANA:0004527	copulatory region
PLANA:0007559	ovary nerve plexus	PLANA:0000140	anterior region
PLANA:0007559	ovary nerve plexus	PLANA:0000143	ventral region
PLANA:0007559	ovary nerve plexus	PLANA:0000419	prepharyngeal region
